Organisation_Code,Legal_Name,Is_RTO,Status,Registration_Manager,Legal_Authority,Head_Office_Physical_Address,Head_Office_Location_State,Latitude,Longitude,RTO_Type,NSW_Delivery_Approved,VIC_Delivery_Approved,QLD_Delivery_Approved,SA_Delivery_Approved,WA_Delivery_Approved,TAS_Delivery_Approved,NT_Delivery_Approved,ACT_Delivery_Approved
46017,CAE AUSTRALIA PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"350-374 Parramatta Rd, HOMEBUSH WEST, NSW, 2140",New South Wales,-33.85711,151.066,Enterprise - Non-Government,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46022,Construction Training Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"22 Prentice St, BRUNSWICK, VIC, 3056",Victoria,-37.767421,144.959193,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46023,Asia Pacific Management Holdings Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"552 Princes Hwy, ROCKDALE, NSW, 2216",New South Wales,-33.95391,151.13802,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46026,AJNK Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"2 Loriston Rd, MOUNT LOW, QLD, 4818",Queensland,-19.23347,146.66313,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46028,Wek Healthcare Solutions Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 1 15 Bradford St, DARRA, QLD, 4076",Queensland,-27.55876,152.95555,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46030,ACUTE EDUCATION PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 1 190 Queen St, MELBOURNE, VIC, 3000",Victoria,-37.81944,144.96106,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46031,Bubup Wilam Aboriginal Child and Family Centre Incorporated,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"76 Main St, THOMASTOWN, VIC, 3074",Victoria,-37.67946,145.00752,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46033,David Farlam,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"135 Fishery Bay Rd, SLEAFORD, SA, 5607",South Australia,-34.83968,135.71294,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
46034,Insight Institute of Further Studies Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 25 797 Plenty Rd, SOUTH MORANG, VIC, 3752",Victoria,-37.65175,145.08667,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46037,ACBT Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"154-160 Nicholson St, FOOTSCRAY, VIC, 3011",Victoria,-37.80178,144.89901,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46038,BuildRight Training Institute pty ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"59 City Vista Ct, FRASER RISE, VIC, 3336",Victoria,-37.71607,144.72626,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46042,Australis Vocational College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"87 Fennell St, NORTH PARRAMATTA, NSW, 2151",New South Wales,-33.806947,151.013135,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46043,United International College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"33 Barina Downs Rd, NORWEST, NSW, 2153",New South Wales,-33.73822,150.96721,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46045,Management Institute Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"133 Parramatta Rd, GRANVILLE, NSW, 2142",New South Wales,-33.83046,151.01203,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46046,Further Learning Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 31 120 Collins St, MELBOURNE, VIC, 3000",Victoria,-37.81441,144.96976,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46048,XAVIER INTERNATIONAL COLLEGE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"28 Memorial Ave, LIVERPOOL, NSW, 2170",New South Wales,-33.92496,150.92183,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46049,Education and Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 14 333 Collins St, MELBOURNE, VIC, 3000",Victoria,-37.81671,144.96317,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46051,IKON Academy Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"3-9 Wreckyn St, NORTH MELBOURNE, VIC, 3051",Victoria,-37.80082,144.95316,Enterprise - Non-Government,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46053,Sally Poole,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"34 Cedarwood St, BERRINBA, QLD, 4117",Queensland,-27.65837,153.08355,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46056,TRILITY Services Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"115 Grenfell St, ADELAIDE, SA, 5000",South Australia,-34.92451,138.60408,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46059,Gladstone Institute Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 35 100 Barangaroo Ave, BARANGAROO, NSW, 2000",New South Wales,-33.86379,151.20215,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46060,Omni Futures Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 7 440 Elizabeth St, MELBOURNE, VIC, 3000",Victoria,-37.81375,144.96265,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46062,Train2succeed Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"433 Boundary St, SPRING HILL, QLD, 4000",Queensland,-27.46045,153.02407,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46063,National Education and Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"76-80 Ferry Rd, SOUTHPORT, QLD, 4215",Queensland,-27.97756,153.41163,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46064,Australian Industry Connect Security Academy Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"9 Central Gr, BROADMEADOWS, VIC, 3047",Victoria,-37.686123,144.933145,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46066,B&P Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"14 Railway Pde, BURWOOD, NSW, 2134",New South Wales,-33.878074,151.105567,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46067,Industry Training Services Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"11 Lyrebird Pl, INGLEBURN, NSW, 2565",New South Wales,-34.00752,150.87299,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46068,RAJA Advanced Career Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"121 Roulston Way, WALLAN, VIC, 3756",Victoria,-37.40286,144.96134,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46069,The Performance College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 5 398 Lonsdale St, MELBOURNE, VIC, 3000",Victoria,-37.81216,144.96148,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46070,TRAINSAFE RTO PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"687 Bowan Park Road, CUDAL, NSW, 2864",New South Wales,-33.30798,148.7928,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46071,Douglas College Sydney Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 1608 87-89 Liverpool St, SYDNEY, NSW, 2000",New South Wales,-33.87656,151.20675,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46072,ATC TRAINING SERVICES PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"29 Tamara Dr, COCKBURN CENTRAL, WA, 6164",Western Australia,-32.12053,115.83714,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46073,Making Education Pty Ltd ATF Making Education Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"327-329 Police Rd, MULGRAVE, VIC, 3170",Victoria,-37.93749,145.19331,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46074,NCITC Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Suite 8 88 Dynon Rd, WEST MELBOURNE, VIC, 3003",Victoria,-37.80286,144.93426,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46075,Endeavour Institute of Training and Education,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Suite 305 1510 Pascoe Vale Rd, COOLAROO, VIC, 3048",Victoria,-37.64802,144.93229,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46076,AUS RTO Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 25 127 Tyner Rd, WANTIRNA SOUTH, VIC, 3152",Victoria,-37.87294,145.2437,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46077,Flowers to Impress Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Shop 1 33 Bell St, TOOWOOMBA CITY, QLD, 4350",Queensland,-27.55975,151.95374,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46078,Unified WA Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Lvl 4, 440 Elizabeth St, MELBOURNE, VIC, 3000",Victoria,-37.8182,144.96473,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46079,Ozy Nursing and Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"483 High St, PENRITH, NSW, 2750",New South Wales,-33.753013,150.696122,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46080,Electrical Training Academy RTO Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"9 Longford Rd, EPPING, VIC, 3076",Victoria,-37.63914,145.01053,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46081,Inbound Aviation,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"331 Aerodrome Rd, MANGALORE, VIC, 3663",Victoria,-36.90029,145.18174,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46082,Emerging Leadership Institute Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 6 61-63 Grosvenor Dr, MORANBAH, QLD, 4744",Queensland,-22.00742,148.03431,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46083,CAPITAL COLLEGE AUSTRALIA PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 26 44 Market St, SYDNEY, NSW, 2000",New South Wales,-33.8705,151.20581,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46084,ProspED Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"333 Drummond St, CARLTON, VIC, 3053",Victoria,-37.79835,144.96871,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46085,C X Brabant PTY LTD as trustee for The Clints optical trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"7 Southlake Dr, VARSITY LAKES, QLD, 4227",Queensland,-28.0895,153.41693,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46087,Edmund Rice Education Australia Flexible Schools Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 18 56 Lavarack Ave, EAGLE FARM, QLD, 4009",Queensland,-27.431584,153.094656,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46088,Patrick Molan,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"377 Lambs Valley Rd, LAMBS VALLEY, NSW, 2335",New South Wales,-32.58117,151.45477,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46089,Eighty9 Limited,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"255 Port Rd, HINDMARSH, SA, 5007",South Australia,-34.903533,138.570633,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46090,Australian Institute of Technical Studies Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1030 Cavendish Rd, MOUNT GRAVATT EAST, QLD, 4122",Queensland,-27.52596,153.09173,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46091,Bankstown Helicopters Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"21 Link Rd, BANKSTOWN AERODROME, NSW, 2200",New South Wales,-33.91491,150.98744,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46092,JH HOWLAND GROUP PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Ground Floor 492 St Kilda Rd, MELBOURNE, VIC, 3004",Victoria,-37.84393,144.977861,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46093,Workforce Training Group Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 15 139 Newcastle St, PERTH, WA, 6000",Western Australia,-31.94689,115.86228,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
46094,VIVA INSTITUTE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"91 Prospect Rd, PROSPECT, SA, 5082",South Australia,-34.88738,138.59439,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46095,Esteem Educators Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"8 Newquay Prom, DOCKLANDS, VIC, 3008",Victoria,-37.81405,144.94373,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46096,Spectrum College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"14 Railway Pde, BURWOOD, NSW, 2134",New South Wales,-33.87807,151.10556,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46097,Times College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"47 Paisley St, FOOTSCRAY, VIC, 3011",Victoria,-37.80112,144.89822,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46098,Red Jacket (VIC) PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"28 Fraser St, BRUNSWICK, VIC, 3056",Victoria,-37.76155,144.953,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46099,Built Training & Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Factory 2 35 Lock Ave, WERRIBEE, VIC, 3030",Victoria,-37.91309,144.66273,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46100,Malcolm Ross Rook,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"28 Vanessa Dr, DALBY, QLD, 4405",Queensland,-27.19598,151.29098,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46102,Leeva Pty Ltd as The Trustee for Les and Eva Erdi Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"265-281 Little Bourke St, MELBOURNE, VIC, 3000",Victoria,-37.81282,144.96466,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46103,Pararescue Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"10 Poinciana Ave, RIFLE RANGE, QLD, 4311",Queensland,-27.44915,152.55676,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46104,The Scots College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"29-53 Victoria Rd, BELLEVUE HILL, NSW, 2023",New South Wales,-33.87485,151.25377,School - Independent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46106,Australian Academy of Legal Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"27 Macquarie St, WINDSOR, NSW, 2756",New South Wales,-33.6063,150.82248,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46107,Team Global Express Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 3 417 St Kilda Rd, MELBOURNE, VIC, 3004",Victoria,-37.824479,144.97044,Enterprise - Non-Government,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46108,BNT College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Lvl 3, 126-140 Chalmers St, SURRY HILLS, NSW, 2010",New South Wales,-33.88714,151.20689,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46109,Core Community Services Limited,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"165 Railway Pde, CABRAMATTA, NSW, 2166",New South Wales,-33.89255,150.93874,Community Based Adult Education Provider,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46110,Academy of Global Business Training,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Lvl 57, 19-29 Martin Pl, SYDNEY, NSW, 2000",New South Wales,-33.86791,151.2096,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46111,Equality Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"2/276 Charters Towers Road, Hermit Park, QLD, 4812",Queensland,-19.290041,146.7966,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46112,IBM NSW Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 102 420 Pitt St, HAYMARKET, NSW, 2000",New South Wales,-33.87914,151.20747,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46113,Australian Institute of Hospitality and Management Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 3 150-152 Adelaide Tce, EAST PERTH, WA, 6004",Western Australia,-31.959613,115.872049,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46115,AUSTRALIAN COMMUNITY AND HEALTH PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 1 530 Little Collins St, MELBOURNE, VIC, 3000",Victoria,-37.81691,144.957144,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46116,The College of Business Management Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 14 65 Mark St, NORTH MELBOURNE, VIC, 3051",Victoria,-37.79432,144.9379,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46117,Suas Rov Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"40 Teague St, NIDDRIE, VIC, 3042",Victoria,-37.74375,144.8873,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46118,Australia Construction College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Shop 21 11-15 Deane St, BURWOOD, NSW, 2134",New South Wales,-33.87678,151.10472,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46119,Achievers College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"546 Marion Rd, PLYMPTON PARK, SA, 5038",South Australia,-34.97778,138.555428,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46121,NQ Heli-Worx Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Hangar 103 Gypsy Moth Court, Townsville Airport, Queensland, QLD, 4814",Queensland,-19.25275,146.77194,Enterprise - Non-Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46122,INSTITUTE OF BUSINESS AND MANAGEMENT STUDIES PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"159A Princes Highway, Hallam, VIC, 3803",Victoria,-38.00539,145.25946,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46124,Everton Park State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"668 Stafford Road, EVERTON PARK, QLD, 4053",Queensland,-27.40916,152.99674,School - Independent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
46125,Elpis Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 21 334-354 Albany Hwy, VICTORIA PARK, WA, 6100",Western Australia,-31.97314,115.89694,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
